THRUST
; HyperTek J250
; converted from TMT test stand data 2001 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 1292g, propellant weight: 408g
0.00	0.00
0.02	302.14
0.07	472.67
0.12	475.62
0.17	454.77
0.22	445.61
0.27	427.99
0.32	419.97
0.37	407.33
0.42	392.23
0.47	379.10
0.52	372.74
0.57	361.22
0.61	355.11
0.66	347.85
0.71	343.69
0.76	339.75
0.81	336.99
0.86	338.97
0.91	330.72
0.96	331.94
1.01	323.78
1.06	324.02
1.11	318.21
1.16	314.24
1.21	310.96
1.26	305.56
1.31	306.49
1.36	310.75
1.40	303.22
1.45	294.77
1.50	289.93
1.55	285.35
1.60	290.98
1.65	277.54
1.70	275.34
1.75	264.38
1.80	247.32
1.85	221.93
1.90	194.60
1.95	166.73
2.00	147.62
2.04	136.07
2.09	129.30
2.14	125.74
2.19	124.98
2.24	117.98
2.29	111.29
2.34	102.86
2.39	93.91
2.44	85.95
2.49	78.25
2.54	70.86
2.59	64.20
2.64	57.50
2.69	51.90
2.74	46.63
2.79	41.18
2.83	36.97
2.88	32.38
2.93	28.67
2.98	25.28
3.03	21.99
3.08	18.41
3.13	15.42
3.18	14.33
3.23	12.51
