THRUST
; HyperTek K240
; converted from TMT test stand data 1998 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 1807g, propellant weight: 789g
0.00	0.00
0.02	305.23
0.07	267.95
0.12	259.52
0.17	264.55
0.22	290.26
0.27	311.85
0.32	318.70
0.37	324.38
0.42	333.89
0.47	338.69
0.52	343.03
0.57	336.69
0.62	335.24
0.67	338.44
0.72	340.45
0.77	339.89
0.82	330.94
0.87	334.69
0.92	341.10
0.97	329.03
1.02	329.95
1.07	323.90
1.12	328.03
1.17	325.74
1.22	326.79
1.27	317.04
1.32	330.04
1.37	315.18
1.42	323.98
1.47	329.11
1.52	330.65
1.57	308.33
1.62	311.81
1.67	322.30
1.72	308.01
1.77	328.09
1.82	308.93
1.87	307.61
1.92	312.39
1.97	319.77
2.02	310.49
2.07	303.76
2.12	292.38
2.17	297.43
2.21	291.64
2.26	331.42
2.31	312.48
2.36	303.72
2.41	290.83
2.46	317.23
2.51	290.97
2.56	291.75
2.61	319.96
2.66	287.12
2.71	290.79
2.76	277.65
2.81	322.10
2.86	286.43
2.91	280.43
2.96	289.19
3.01	269.22
3.06	283.93
3.11	274.59
3.16	266.23
3.21	295.67
3.26	279.07
3.31	284.67
3.36	272.56
3.41	272.03
3.46	272.95
3.51	264.70
3.56	275.07
3.61	257.40
3.66	263.33
3.71	261.01
3.76	252.25
3.81	257.49
3.86	258.29
3.91	256.92
3.96	254.72
4.01	249.32
4.06	253.63
4.11	243.38
4.16	248.66
4.21	244.73
4.26	242.86
4.31	246.32
4.36	241.81
4.41	234.92
4.46	234.23
4.51	235.61
4.56	206.48
4.61	157.93
4.66	133.13
4.71	123.75
4.76	117.10
4.81	106.90
4.86	101.53
4.91	95.18
4.95	90.23
5.00	86.51
5.05	82.08
5.10	78.56
5.15	73.68
5.20	70.52
5.25	66.30
5.30	63.71
5.35	60.00
5.40	56.90
5.45	54.26
5.50	50.92
5.55	48.58
5.60	45.52
5.65	42.85
5.70	40.76
5.75	38.16
5.80	36.19
5.85	33.86
5.90	31.66
5.95	29.82
6.00	27.91
6.05	26.39
6.10	24.87
6.15	23.39
6.20	21.61
6.25	20.81
6.30	18.38
6.35	18.52
6.40	16.11
6.45	15.78
6.50	14.04
6.55	14.15
6.60	12.91
