THRUST
; HyperTek J170 
; converted from TMT test stand data 2001 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 1282g, propellant weight: 403g
0.00	0.00
0.02	207.99
0.07	344.69
0.12	353.39
0.17	361.30
0.22	352.49
0.27	351.97
0.32	349.60
0.37	348.47
0.42	337.44
0.47	311.65
0.52	287.99
0.57	270.47
0.62	258.68
0.67	253.12
0.72	245.63
0.77	237.79
0.82	236.03
0.87	235.13
0.92	232.44
0.97	234.87
1.02	236.52
1.07	233.91
1.12	234.52
1.17	233.46
1.22	230.57
1.27	227.73
1.32	226.98
1.37	224.84
1.42	219.89
1.47	221.86
1.52	220.05
1.57	218.89
1.62	216.90
1.67	214.87
1.71	211.85
1.76	209.45
1.81	210.31
1.86	204.85
1.91	207.41
1.96	202.88
2.01	203.71
2.06	197.80
2.11	200.99
2.16	196.65
2.21	194.56
2.26	194.29
2.31	191.62
2.36	192.26
2.41	186.74
2.46	183.95
2.51	180.78
2.56	178.17
2.61	164.35
2.66	150.02
2.71	131.74
2.76	111.51
2.81	92.86
2.86	85.93
2.91	80.42
2.96	77.42
3.01	73.15
3.06	71.92
3.11	71.30
3.16	71.07
3.21	68.59
3.26	65.84
3.31	61.74
3.36	60.06
3.41	56.30
3.46	54.13
3.51	51.47
3.56	49.92
3.61	46.59
3.66	44.87
3.71	42.10
3.76	39.90
3.80	37.81
3.85	35.52
3.90	33.09
3.95	30.93
4.00	28.97
4.05	27.12
4.10	25.37
4.15	23.08
4.20	21.92
4.25	19.85
4.30	18.65
4.35	16.77
4.40	16.18
4.45	14.49
4.50	13.53
4.55	12.26
4.60	11.09
4.65	10.66
