THRUST
; HyperTek L550
; converted from TMT test stand data 2001 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 3898g, propellant weight: 1533g
0.00	0.00
0.02	646.49
0.07	898.39
0.12	879.80
0.17	828.87
0.22	824.47
0.27	807.11
0.32	799.76
0.37	789.53
0.42	800.60
0.47	785.81
0.52	787.92
0.57	785.34
0.62	777.37
0.67	778.25
0.72	782.24
0.77	796.10
0.82	764.75
0.87	749.42
0.92	750.42
0.97	774.90
1.02	775.71
1.07	760.67
1.12	752.93
1.17	765.33
1.22	746.51
1.27	751.20
1.32	726.36
1.37	737.82
1.42	739.57
1.47	736.22
1.52	717.40
1.57	720.50
1.62	713.69
1.67	715.10
1.72	701.62
1.77	719.22
1.82	707.78
1.87	698.57
1.92	697.03
1.97	692.87
2.02	677.88
2.07	691.93
2.12	673.21
2.17	673.15
2.22	666.60
2.27	664.97
2.32	664.61
2.37	669.59
2.42	656.03
2.47	634.16
2.52	645.61
2.57	639.84
2.62	633.44
2.67	642.03
2.72	626.03
2.77	623.24
2.82	610.74
2.87	600.06
2.92	625.48
2.97	611.04
3.02	604.34
3.07	594.35
3.12	590.09
3.16	594.29
3.21	569.88
3.26	573.42
3.31	570.67
3.36	563.69
3.41	579.05
3.46	556.40
3.51	561.05
3.56	574.17
3.61	546.02
3.66	559.05
3.71	540.08
3.76	589.04
3.81	530.99
3.86	532.86
3.91	525.35
3.96	540.09
4.01	517.12
4.06	525.47
4.11	510.40
4.16	431.25
4.21	363.66
4.26	332.01
4.31	308.54
4.36	289.95
4.41	274.36
4.46	258.38
4.51	245.28
4.56	237.90
4.61	225.94
4.66	212.92
4.71	201.91
4.76	190.89
4.81	180.81
4.86	170.20
4.91	160.31
4.96	151.26
5.01	143.22
5.06	134.37
5.11	126.22
5.16	118.76
5.21	111.69
5.26	104.64
5.31	98.00
5.36	91.51
5.41	85.04
5.46	79.51
5.51	74.43
5.56	69.52
5.61	64.37
5.66	59.39
5.71	54.43
5.76	50.20
5.81	46.88
5.86	42.61
5.91	39.41
5.96	35.60
6.01	32.07
6.06	29.32
6.11	28.15
6.16	25.92
6.21	23.96
6.26	22.07
