THRUST
; HyperTek J115
; converted from TMT test stand data 2001 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 1282g, propellant weight: 411g
0.00	0.00
0.02	93.74
0.07	246.84
0.12	251.05
0.17	252.39
0.22	236.20
0.27	234.59
0.32	233.95
0.37	229.65
0.42	229.59
0.47	228.23
0.52	230.86
0.57	227.21
0.62	227.30
0.67	220.65
0.72	206.48
0.77	186.00
0.82	173.77
0.87	167.82
0.92	163.53
0.97	160.41
1.02	161.42
1.07	158.24
1.12	158.92
1.17	158.58
1.22	158.51
1.27	159.90
1.32	160.67
1.36	162.65
1.41	161.43
1.46	162.43
1.51	163.57
1.56	158.73
1.61	159.00
1.66	157.55
1.71	159.00
1.76	157.04
1.81	156.79
1.86	155.35
1.91	155.33
1.96	152.75
2.01	150.85
2.06	151.25
2.11	150.65
2.16	148.72
2.21	147.67
2.26	146.91
2.31	148.72
2.36	144.71
2.41	144.06
2.46	142.64
2.51	141.33
2.56	141.96
2.61	139.34
2.66	140.19
2.71	139.76
2.76	136.15
2.81	134.57
2.86	133.60
2.91	131.02
2.96	130.57
3.01	131.12
3.06	128.75
3.10	125.38
3.15	125.67
3.20	125.43
3.25	123.70
3.30	120.00
3.35	120.26
3.40	116.87
3.45	118.79
3.50	116.17
3.55	115.46
3.60	108.70
3.65	96.45
3.70	94.23
3.75	85.50
3.80	78.18
3.85	73.10
3.90	66.94
3.95	61.82
4.00	57.79
4.05	53.88
4.10	50.49
4.15	48.50
4.20	46.16
4.25	44.60
4.30	43.48
4.35	42.65
4.40	41.38
4.45	40.64
4.50	39.80
4.54	39.22
4.59	38.39
4.64	37.55
4.69	36.76
4.74	35.05
4.79	34.73
4.84	33.51
4.89	32.76
4.94	31.95
4.99	31.04
5.04	30.03
5.09	29.17
5.14	28.18
5.19	27.11
5.24	26.40
5.29	25.22
5.34	24.68
5.39	23.55
5.44	22.89
5.49	22.03
5.54	21.13
5.59	20.49
5.64	19.58
5.69	18.94
5.74	18.27
5.79	17.33
5.84	16.77
5.89	16.09
5.94	15.52
5.99	14.89
6.04	13.77
6.09	12.92
6.14	12.16
6.19	11.72
6.24	11.07
6.28	10.68
6.33	9.70
6.38	9.65
6.43	9.27
6.48	8.65
6.53	8.15
