THRUST
; HyperTek J170
; converted from TMT test stand data 2001 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 1282g, propellant weight: 403g
0.01	129.54
0.02	169.17
0.03	278.56
0.04	666.21
0.05	669.08
0.06	579.99
0.07	406.39
0.08	379.29
0.09	175.54
0.10	361.99
0.11	351.32
0.12	256.47
0.13	350.28
0.14	332.15
0.15	288.11
0.16	314.86
0.17	279.63
0.18	295.71
0.19	277.75
0.20	301.28
0.21	236.74
0.22	251.47
0.23	261.11
0.24	270.93
0.25	274.65
0.26	287.68
0.27	327.47
0.28	295.62
0.29	257.34
0.30	272.74
0.31	287.80
0.32	299.48
0.33	305.91
0.34	261.53
0.35	226.46
0.36	245.42
0.37	277.25
0.38	276.57
0.39	280.28
0.40	244.37
0.41	205.07
0.42	234.70
0.43	273.14
0.44	314.11
0.45	279.38
0.46	284.12
0.47	279.88
0.48	231.26
0.49	226.34
0.50	260.04
0.51	260.87
0.52	284.41
0.53	273.56
0.54	230.02
0.55	233.40
0.56	229.84
0.57	246.76
0.58	227.96
0.59	211.86
0.60	213.38
0.61	207.95
0.62	204.89
0.63	214.03
0.64	236.04
0.65	250.59
0.66	264.64
0.67	252.94
0.68	255.14
0.69	225.83
0.70	196.02
0.71	185.51
0.72	186.68
0.73	173.97
0.74	186.50
0.75	196.14
0.76	200.20
0.77	200.70
0.78	210.51
0.79	212.20
0.80	220.99
0.81	220.48
0.82	237.91
0.83	256.02
0.84	250.26
0.85	252.28
0.86	241.26
0.87	206.20
0.88	194.84
0.89	200.42
0.90	176.54
0.91	173.14
0.92	174.99
0.93	180.91
0.94	141.95
0.95	162.10
0.96	164.80
0.97	193.41
0.98	188.49
0.99	208.98
1.00	220.31
1.01	231.31
1.02	221.65
1.03	222.83
1.04	245.17
1.05	257.87
1.06	244.65
1.07	258.36
1.08	223.12
1.09	222.95
1.10	185.85
1.11	167.21
1.12	176.85
1.13	184.30
1.14	178.36
1.15	186.48
1.16	209.17
1.17	231.51
1.18	239.63
1.19	235.56
1.20	214.38
1.21	195.41
1.22	180.66
1.23	184.38
1.24	169.13
1.25	166.58
1.26	167.25
1.27	208.90
1.28	237.18
1.29	229.89
1.30	229.37
1.31	210.05
1.32	160.93
1.33	156.86
1.34	192.92
1.35	225.94
1.36	236.94
1.37	186.63
1.38	150.38
1.39	152.07
1.40	175.09
1.41	220.98
1.42	245.35
1.43	192.68
1.44	173.53
1.45	169.80
1.46	231.43
1.47	224.82
1.48	160.79
1.49	149.95
1.50	202.61
1.51	244.60
1.52	177.86
1.53	172.10
1.54	177.51
1.55	244.40
1.56	181.56
1.57	145.64
1.58	209.31
1.59	231.66
1.60	166.96
1.61	147.81
1.62	223.84
1.63	223.67
1.64	177.76
1.65	153.37
1.66	162.84
1.67	201.11
1.68	220.91
1.69	174.67
1.70	153.66
1.71	195.99
1.72	216.14
1.73	156.51
1.74	175.81
1.75	246.76
1.76	162.42
1.77	185.44
1.78	258.25
1.79	139.02
1.80	179.32
1.81	238.75
1.82	178.62
1.83	167.77
1.84	241.27
1.85	173.52
1.86	159.11
1.87	236.33
1.88	193.64
1.89	165.52
1.90	225.13
1.91	187.86
1.92	157.03
1.93	214.60
1.94	195.96
1.95	164.45
1.96	213.22
1.97	191.70
1.98	147.83
1.99	241.65
2.00	130.88
2.01	169.65
2.02	229.43
2.03	152.70
2.04	183.51
2.05	193.84
2.06	152.33
2.07	203.98
2.08	202.45
2.09	141.81
2.10	206.32
2.11	177.53
2.12	146.19
2.13	208.33
2.14	161.75
2.15	161.23
2.16	218.64
2.17	134.63
2.18	196.94
2.19	180.51
2.20	183.88
2.21	258.22
2.22	133.23
2.23	209.77
2.24	152.69
2.25	177.74
2.26	206.86
2.27	128.10
2.28	215.82
2.29	151.63
2.30	160.60
2.31	198.52
2.32	135.01
2.33	229.67
2.34	113.31
2.35	171.90
2.36	195.94
2.37	121.92
2.38	151.04
2.39	198.62
2.40	147.47
2.41	124.60
2.42	133.90
2.43	138.13
2.44	125.25
2.45	122.36
2.46	109.31
2.47	103.38
2.48	95.24
2.49	88.29
2.50	84.72
2.51	79.97
2.52	78.61
2.53	76.40
2.54	76.73
2.55	75.02
2.56	75.35
2.57	70.77
2.58	70.43
2.59	70.25
2.60	68.21
2.61	67.18
2.62	70.56
2.63	67.67
2.64	64.62
2.65	64.61
2.66	65.61
2.67	63.74
2.68	62.21
2.69	60.85
2.70	60.67
2.71	60.83
2.72	59.13
2.73	58.10
2.74	55.89
2.75	56.05
2.76	56.04
2.77	56.21
2.78	54.00
2.79	50.94
2.80	51.95
2.81	50.58
2.82	50.40
2.83	49.55
2.84	48.02
2.85	84.42
2.86	53.25
2.87	46.13
2.88	44.09
2.89	45.43
2.90	44.41
2.91	43.89
2.92	41.85
2.93	41.50
2.94	41.49
2.95	41.82
2.96	39.44
2.97	39.61
2.98	37.40
2.99	37.22
3.00	36.70
3.01	36.86
3.02	35.67
3.03	36.00
3.04	32.94
3.05	34.29
3.06	33.26
3.07	32.91
3.08	33.24
3.09	31.37
3.10	30.01
3.11	30.17
3.12	29.48
3.13	28.63
3.14	28.62
3.15	27.60
3.16	27.25
3.17	27.92
3.18	27.40
3.19	27.56
3.20	26.54
3.21	26.02
3.22	24.49
3.23	26.17
3.24	23.62
3.25	23.78
3.26	23.77
3.27	23.60
3.28	23.76
3.29	23.58
3.30	23.57
3.31	23.56
3.32	23.38
3.33	23.54
3.34	23.54
3.35	23.53
3.36	23.52
3.37	23.51
3.38	23.33
3.39	23.49
3.40	23.48
3.41	23.65
