THRUST
; HyperTek L350
; converted from TMT test stand data 2001 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 3903g, propellant weight: 1602g
0.00	0.00
0.02	429.97
0.07	688.01
0.12	638.15
0.17	610.81
0.22	596.74
0.27	609.02
0.32	553.14
0.37	610.85
0.42	573.00
0.47	521.32
0.52	569.74
0.57	669.66
0.62	658.43
0.67	629.37
0.72	576.14
0.77	560.09
0.82	534.79
0.87	475.14
0.92	468.41
0.97	457.82
1.02	456.92
1.07	449.77
1.12	440.10
1.17	437.00
1.22	434.36
1.27	431.44
1.32	430.41
1.37	421.83
1.42	418.67
1.47	417.48
1.52	418.20
1.57	410.75
1.62	409.05
1.67	406.34
1.72	404.91
1.77	409.29
1.82	401.63
1.87	397.52
1.92	397.78
1.97	397.64
2.02	394.49
2.07	394.98
2.12	391.51
2.17	393.08
2.22	396.69
2.27	393.29
2.32	388.38
2.36	388.96
2.41	393.33
2.46	400.22
2.51	395.21
2.56	389.98
2.61	396.75
2.66	398.03
2.71	399.13
2.76	401.88
2.81	408.00
2.86	401.97
2.91	410.13
2.96	409.21
3.01	475.31
3.06	518.78
3.11	516.82
3.16	518.47
3.21	518.41
3.26	517.93
3.31	515.87
3.36	513.04
3.41	514.32
3.46	511.39
3.51	512.67
3.56	507.62
3.61	506.40
3.66	504.62
3.71	500.97
3.76	497.07
3.81	497.86
3.86	493.56
3.91	486.66
3.96	419.02
4.01	398.30
4.06	411.88
4.11	399.67
4.16	386.11
4.21	383.12
4.26	391.39
4.31	391.25
4.36	389.27
4.41	387.82
4.46	382.60
4.51	401.95
4.56	478.96
4.61	470.91
4.66	467.54
4.71	463.76
4.76	460.74
4.81	456.96
4.86	457.52
4.91	450.77
4.96	451.49
5.01	450.23
5.06	449.95
5.11	447.00
5.16	444.07
5.21	443.57
5.26	444.51
5.30	439.56
5.35	440.97
5.40	439.29
5.45	438.06
5.50	437.47
5.55	435.10
5.60	430.58
5.65	429.22
5.70	426.95
5.75	423.42
5.80	425.28
5.85	421.39
5.90	363.88
5.95	347.04
6.00	340.96
6.05	321.94
6.10	309.93
6.15	290.79
6.20	273.36
6.25	249.13
6.30	220.86
6.35	196.18
6.40	178.80
6.45	167.77
6.50	159.17
6.55	154.15
6.60	149.58
6.65	144.87
6.70	140.47
6.75	135.78
6.80	132.00
6.85	128.79
6.90	124.57
6.95	120.83
7.00	117.21
7.05	113.77
7.10	111.03
7.15	107.79
7.20	104.70
7.25	101.36
7.30	98.31
7.35	95.08
7.40	92.02
7.45	89.30
7.50	85.97
7.55	83.32
7.60	80.85
7.65	78.58
7.70	76.46
7.74	73.40
7.79	70.82
7.84	69.06
7.89	67.05
7.94	64.09
7.99	61.85
8.04	59.80
8.09	57.39
8.14	55.40
8.19	52.85
8.24	51.06
8.29	49.19
8.34	47.22
8.39	45.50
8.44	43.64
8.49	41.59
8.54	39.89
8.59	37.77
8.64	36.39
8.69	34.99
8.74	33.61
8.79	32.02
8.84	30.93
8.89	29.38
8.94	28.22
8.99	27.38
9.04	26.08
9.09	24.54
9.14	23.95
9.19	23.05
9.24	22.61
9.29	21.52
9.34	20.51
9.39	19.75
9.44	18.63
